2,1,2,0,3,"(anonymous)@28-30@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-8/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-8/test/CryptoZombies.js","(anonymous)","(anonymous)",28,30
4,1,22,0,8,"(anonymous)@24-31@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-8/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-8/test/CryptoZombies.js","(anonymous)","(anonymous)",24,31
9,1,63,0,29,"(anonymous)@4-32@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-8/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-8/test/CryptoZombies.js","(anonymous)","(anonymous)",4,32
3,1,11,0,3,"(anonymous)@7-9@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","(anonymous)","(anonymous)",7,9
5,1,56,0,5,"(anonymous)@10-14@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","(anonymous)","(anonymous)",10,14
4,1,41,0,4,"(anonymous)@15-18@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","(anonymous)","(anonymous)",15,18
7,1,78,0,7,"(anonymous)@20-26@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","(anonymous)","(anonymous)",20,26
3,1,12,0,9,"(anonymous)@19-27@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","(anonymous)","(anonymous)",19,27
8,1,94,0,8,"(anonymous)@29-36@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","(anonymous)","(anonymous)",29,36
2,1,2,0,3,"(anonymous)@37-39@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","(anonymous)","(anonymous)",37,39
4,1,22,0,13,"(anonymous)@28-40@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","(anonymous)","(anonymous)",28,40
9,1,63,0,38,"(anonymous)@4-41@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-10/test/CryptoZombies.js","(anonymous)","(anonymous)",4,41
3,1,11,0,3,"(anonymous)@6-8@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-6/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-6/test/CryptoZombies.js","(anonymous)","(anonymous)",6,8
5,1,56,0,5,"(anonymous)@9-13@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-6/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-6/test/CryptoZombies.js","(anonymous)","(anonymous)",9,13
2,1,2,0,2,"(anonymous)@14-15@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-6/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-6/test/CryptoZombies.js","(anonymous)","(anonymous)",14,15
7,1,43,0,14,"(anonymous)@3-16@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-6/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-6/test/CryptoZombies.js","(anonymous)","(anonymous)",3,16
3,1,12,0,3,"(anonymous)@5-7@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-4/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-4/test/CryptoZombies.js","(anonymous)","(anonymous)",5,7
4,1,21,0,6,"(anonymous)@3-8@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-4/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-4/test/CryptoZombies.js","(anonymous)","(anonymous)",3,8
2,1,2,0,2,"(anonymous)@4-5@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-3/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-3/test/CryptoZombies.js","(anonymous)","(anonymous)",4,5
4,1,21,0,5,"(anonymous)@2-6@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-3/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-3/test/CryptoZombies.js","(anonymous)","(anonymous)",2,6
1,1,2,0,1,"(anonymous)@9-9@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","(anonymous)","(anonymous)",9,9
3,1,5,0,4,"Date.getTime@16-19@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","Date.getTime","Date.getTime ( )",16,19
3,1,8,1,3,"seconds@23-25@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","seconds","seconds ( val )",23,25
3,1,15,1,3,"minutes@26-28@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","minutes","minutes ( val )",26,28
3,1,15,1,3,"hours@29-31@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","hours","hours ( val )",29,31
3,1,15,1,3,"days@32-34@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/helpers/time.js","days","days ( val )",32,34
3,1,11,0,3,"(anonymous)@8-10@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","(anonymous)","(anonymous)",8,10
5,1,56,0,5,"(anonymous)@11-15@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","(anonymous)","(anonymous)",11,15
4,1,41,0,4,"(anonymous)@16-19@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","(anonymous)","(anonymous)",16,19
7,1,78,0,7,"(anonymous)@21-27@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","(anonymous)","(anonymous)",21,27
3,1,12,0,9,"(anonymous)@20-28@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","(anonymous)","(anonymous)",20,28
8,1,94,0,8,"(anonymous)@30-37@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","(anonymous)","(anonymous)",30,37
8,1,94,0,8,"(anonymous)@38-45@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-12/test/CryptoZombies.js","(anonymous)","(anonymous)",38,45
